ID,CLASSIFIER,ATTRIBUTESELECTION,SEED,DATASET,FLOW,RANK,WEIGHTEDAREAUNDERROC,WEIGHTEDFMEASURE,WEIGHTEDPRECISION,WEIGHTEDRECALL,ERRORRATE,TIMEELAPSED
66,adaboostm1,no-attribute-selection,250.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9037522858421375,NaN,NaN,0.8363028953229399,0.16369710467706014,814.0
67,adaboostm1,no-attribute-selection,300.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9043411837632133,NaN,NaN,0.8363028953229399,0.16369710467706014,811.0
68,adaboostm1,no-attribute-selection,350.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9008058309631467,NaN,NaN,0.8363028953229399,0.16369710467706014,810.0
69,adaboostm1,no-attribute-selection,400.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9022549520035611,NaN,NaN,0.8363028953229399,0.16369710467706014,810.0
70,adaboostm1,no-attribute-selection,450.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9062199606461708,NaN,NaN,0.8363028953229399,0.16369710467706014,808.0
71,adaboostm1,no-attribute-selection,500.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9019120299006628,NaN,NaN,0.8363028953229399,0.16369710467706014,812.0
72,adaboostm1,no-attribute-selection,550.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.904117308679106,NaN,NaN,0.8363028953229399,0.16369710467706014,812.0
73,adaboostm1,no-attribute-selection,600.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9022169492595331,NaN,NaN,0.8363028953229399,0.16369710467706014,810.0
74,adaboostm1,no-attribute-selection,650.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.9028473360648496,NaN,NaN,0.8363028953229399,0.16369710467706014,811.0
75,adaboostm1,no-attribute-selection,700.0,anneal.arff,load-arff-operator|randomize-operator|class-assigner-operator|standardization-operator|cross-validation-fold-maker-operator|adaboostm1-operator|classifier-performance-evaluator-operator|result-viewer-operator,4,0.904003429284716,NaN,NaN,0.8363028953229399,0.16369710467706014,818.0
